Entity,State,Ownership,"Customers(Count)","Sales(Megawatthours)","Revenues(Thousands Dollars)","Average Price(cents/kWh)"
Energy Plus Holdings LLC,NJ,Power Marketer,"17,843","163,500","24,840.80",15.19
"Energy Services Providers, Inc",NJ,Power Marketer,"5,427","49,488","5,573.60",11.26
Energy.Me Midwest LLC,NJ,Power Marketer,45,"1,097",107,9.75
Entrust Energy,NJ,Power Marketer,425,"2,882",330,11.45
"Ethical Electric, Inc",NJ,Power Marketer,"2,880","22,667","3,274.40",14.45
Everyday Energy LLC,NJ,Power Marketer,"1,454","12,924","1,358.00",10.51
First Energy Solutions Corp.,NJ,Power Marketer,377,"4,325",410.9,9.5
"First Point Power, LLC",NJ,Power Marketer,11,80,6.3,7.88
"Frontier Utilities, Inc.",NJ,Power Marketer,774,"4,101",547.2,13.34
Green Mountain Energy Company,NJ,Power Marketer,882,"7,200",893.5,12.41
Greenlight Energy Inc.,NJ,Power Marketer,620,"4,653",473,10.17
"HIKO Energy, LLC",NJ,Power Marketer,"4,052","26,929","3,095.70",11.5
"Harborside Energy, LLC",NJ,Power Marketer,"1,497","8,879","1,278.00",14.39
"IDT Energy, Inc.",NJ,Power Marketer,"28,744","194,434","23,486.30",12.08
"Inspire Energy Holdings, LLC",NJ,Power Marketer,"7,043","53,811","6,080.50",11.3
Liberty Power Corp.,NJ,Power Marketer,"3,278","19,407","2,559.00",13.19
MPower Energy NJ LLC,NJ,Power Marketer,"3,343","10,056","1,230.00",12.23
Marathon Power LLC,NJ,Power Marketer,172,"2,996",292.9,9.78
"NextEra Energy Services, LLC",NJ,Power Marketer,957,"16,244","1,812.70",11.16
"Nordic Energy Services, LLC",NJ,Power Marketer,154,"1,625",151.7,9.34
"North American Power and Gas, LLC",NJ,Power Marketer,"19,727","196,223","27,782.10",14.16
"Oasis Power, LLC",NJ,Power Marketer,669,"4,806",767.9,15.98
"Palmco Power NJ, LLC",NJ,Power Marketer,"6,688","37,787","7,619.00",20.16
Park Power LLC,NJ,Power Marketer,25,180,20,11.11
"Plymouth Rock Energy, LLC",NJ,Power Marketer,"3,911","16,450","1,977.70",12.02
Public Power & Utility - New Jersey,NJ,Power Marketer,75,383,35,9.14
Reliant Energy Northeast LLC,NJ,Power Marketer,"12,464","139,882","13,686.60",9.78
"ResCom Energy, LLC",NJ,Power Marketer,92,709,120.4,16.98
"Residents Energy, LLC",NJ,Power Marketer,"1,715","12,508","1,514.70",12.11
Respond Power LLC,NJ,Power Marketer,"10,485","90,379","10,092.00",11.17
"SFE Energy New Jersey, Inc.",NJ,Power Marketer,"7,121","50,983","4,982.00",9.77
"SmartEnergy Holdings, LLC",NJ,Power Marketer,697,"4,144",632,15.25
Source Power & Gas LLC,NJ,Power Marketer,29,357,39.8,11.15
South Jersey Energy Company,NJ,Power Marketer,"18,442","128,816","11,106.90",8.62
"Spark Energy, LP",NJ,Power Marketer,"1,671","13,836","2,103.20",15.2
Sperian Energy Corp,NJ,Power Marketer,"2,467","23,492","3,253.40",13.85
Spring Energy RRH LLC dba Spring Power & Gas,NJ,Power Marketer,961,"4,023",693,17.23
"Star Energy Partners, LLC",NJ,Power Marketer,384,"3,883",477,12.28
"Starion Energy PA, Inc.",NJ,Power Marketer,"5,835","48,134","6,856.40",14.24
"Stream Energy New Jersey, LLC",NJ,Power Marketer,"16,842","166,524","19,212.90",11.54
"Supreme Energy, Inc.",NJ,Power Marketer,33,564,61,10.82
"Talen Energy Marketing, LLC",NJ,Power Marketer,"8,366","43,696","4,853.00",11.11
"Texpo Power, L.P.",NJ,Power Marketer,651,"8,484",834.2,9.83
"TriEagle Energy, L.P.",NJ,Power Marketer,"63,713","602,549","58,181.90",9.66
Verde Energy USA,NJ,Power Marketer,"19,323","166,183","25,814.00",15.53
Viridian Energy PA LLC,NJ,Power Marketer,"36,654","354,107","46,869.00",13.24
"XOOM Energy New Jersey, LLC",NJ,Power Marketer,"7,416","63,778","8,086.00",12.68
AP Holdings LLC,NY,Power Marketer,"1,088","8,226",817,9.93
"Abest Power & Gas, LLC",NY,Power Marketer,51,110,12.9,11.73
"Accent Energy Holdings, LLC",NY,Power Marketer,"10,399","61,179","6,537.00",10.69
Agera Energy LLC,NY,Power Marketer,"1,125","35,887","2,837.00",7.91
"Agway Energy Services, LLC",NY,Power Marketer,"37,286","281,490","22,492.10",7.99
"Alpha Gas and Electric, LLC",NY,Power Marketer,"7,739","44,777","6,167.00",13.77
"Ambit Energy Holdings, LLC",NY,Power Marketer,"150,267","1,324,163","89,412.90",6.75
American Power & Gas,NY,Power Marketer,"12,920","86,780","11,540.00",13.3
Astral Energy LLC,NY,Power Marketer,994,"34,608","4,869.60",14.07
Atlantic Energy LLC,NY,Power Marketer,166,"8,390",918,10.94
"Bounce Energy, Inc.",NY,Power Marketer,26,"1,112",89,8
Clearview Electric Inc.,NY,Power Marketer,"2,091","8,949",975,10.9
"Columbia Utilities Power, LLC",NY,Power Marketer,"4,020","20,361","4,253.50",20.89
Consolidated Edison Sol Inc,NY,Power Marketer,"76,947","642,194","50,984.60",7.94
Constellation Energy Power Choice Inc.,NY,Power Marketer,"26,784","265,791","21,035.70",7.91
"Constellation Energy Services NY, Inc.",NY,Power Marketer,"1,865","60,152","3,723.60",6.19
"Constellation NewEnergy, Inc",NY,Power Marketer,"1,442",793,69,8.7
Direct Energy Services,NY,Power Marketer,"137,925","1,146,053","113,588.90",9.91
"ENGIE Retail, LLC",NY,Power Marketer,738,"8,245",577,7
"East Coast Power & Gas, LLC",NY,Power Marketer,"1,521","100,520","7,375.80",7.34
"Eligo Energy, LLC",NY,Power Marketer,"9,060","71,978","5,139.20",7.14
"Energy Coop of New York, Inc",NY,Power Marketer,"3,452","118,577","5,873.00",4.95
Energy Plus Holdings LLC,NY,Power Marketer,"21,999","146,358","20,036.20",13.69
"Energy Services Providers, Inc",NY,Power Marketer,"29,189","246,995","20,491.00",8.3
"EnergyMark, LLC",NY,Power Marketer,"1,808","13,263",720.4,5.43
Entrust Energy,NY,Power Marketer,"2,223","7,912",803,10.15
"Ethical Electric, Inc",NY,Power Marketer,"10,401","53,011","6,381.10",12.04
Everyday Energy LLC,NY,Power Marketer,23,51,6.3,12.35
"Family Energy, Inc. New York",NY,Power Marketer,"56,170","350,170","32,358.00",9.24
"Frontier Utilities, Inc.",NY,Power Marketer,"1,614","9,994","1,150.20",11.51
Green Mountain Energy Company,NY,Power Marketer,"71,261","296,939","42,058.50",14.16
Greenlight Energy Inc.,NY,Power Marketer,"5,238","35,683","3,423.00",9.59
"HIKO Energy, LLC",NY,Power Marketer,"12,789","80,403","8,228.70",10.23
Hudson Energy Services,NY,Power Marketer,"8,874","74,298","7,062.00",9.5
"IDT Energy, Inc.",NY,Power Marketer,"83,580","400,494","50,219.90",12.54
"Inspire Energy Holdings, LLC",NY,Power Marketer,394,"2,094",214.9,10.26
Iron Energy LLC dba Kona Energy,NY,Power Marketer,328,"2,193",223.8,10.21
Just Energy New York Corp.,NY,Power Marketer,"84,650","582,377","53,781.50",9.23
Kiwi Energy NY LLC,NY,Power Marketer,"44,405","298,684","30,492.00",10.21
Liberty Power Corp.,NY,Power Marketer,"13,023","70,153","10,167.00",14.49
MPower Energy LLC,NY,Power Marketer,"63,200","178,078","26,218.00",14.72
Major Energy Electric Services,NY,Power Marketer,"34,571","275,769","27,287.00",9.89
Marathon Power LLC,NY,Power Marketer,793,"22,195","1,963.20",8.85
NOCO Electric,NY,Power Marketer,"11,899","116,553","5,644.20",4.84
New Wave Energy Corporation,NY,Power Marketer,"1,414","23,583","1,313.00",5.57
"Nordic Energy Services, LLC",NY,Power Marketer,7,187,15.8,8.45
"North American Power and Gas, LLC",NY,Power Marketer,"11,817","102,376","12,281.20",12
"Oasis Power, LLC",NY,Power Marketer,"4,071","18,408","3,340.00",18.14
Planet Energy,NY,Power Marketer,64,394,39,9.9
"Plymouth Rock Energy, LLC",NY,Power Marketer,"10,535","38,318","3,742.60",9.77
Public Power LLC (CT),NY,Power Marketer,"8,660","56,363","5,415.00",9.61
Reliant Energy Northeast LLC,NY,Power Marketer,"6,333","46,440","3,527.00",7.59
"Residents Energy, LLC",NY,Power Marketer,"13,840","65,365","8,662.60",13.25
"Robison Energy, LLC",NY,Power Marketer,"2,433","61,992","5,714.20",9.22
"SBR Energy, LLC",NY,Power Marketer,934,"7,094",716,10.09
"Spark Energy, LP",NY,Power Marketer,"17,648","71,973","9,353.00",13
Sperian Energy Corp,NY,Power Marketer,698,"4,460",504,11.3
"Starion Energy NY, Inc.",NY,Power Marketer,"5,830","24,129","3,719.70",15.42
"Stream Energy New York, LLC",NY,Power Marketer,"5,337","38,923","2,465.10",6.33
"Supreme Energy, Inc.",NY,Power Marketer,109,"5,710",625,10.95
U.S. Energy Partners LLC,NY,Power Marketer,"1,580","14,230",590,4.15
Verde Energy USA,NY,Power Marketer,"9,630","62,313","6,623.00",10.63
Viridian Energy NY LLC,NY,Power Marketer,"35,540","302,198","28,905.00",9.56
"XOOM Energy New York, LLC",NY,Power Marketer,"33,142","187,598","19,243.40",10.26
AEP Energy,OH,Power Marketer,"210,154","2,624,262","163,805.50",6.24
AP Holdings LLC,OH,Power Marketer,"6,267","101,710","4,070.00",4
Agera Energy LLC,OH,Power Marketer,"1,939","20,310","1,637.00",8.06
"Ambit Energy Holdings, LLC",OH,Power Marketer,"2,100","24,192","1,459.60",6.03
American Power & Gas,OH,Power Marketer,"1,896","32,072","2,952.00",9.2
Aspirity Energy LLC,OH,Power Marketer,"4,315","11,997",849.8,7.08
Astral Energy LLC,OH,Power Marketer,47,523,33,6.31
Capital Energy LLC,OH,Power Marketer,"10,741","127,964","7,688.40",6.01
Champion Energy Services,OH,Power Marketer,388,"3,523",192.9,5.48
"Choice Energy, LLC d/b/a 4 Choice Energy",OH,Power Marketer,"1,912","20,960","1,867.00",8.91
Cincinnati Bell Energy LLC,OH,Power Marketer,"12,260","138,392","9,323.00",6.74
Clearview Electric Inc.,OH,Power Marketer,891,"7,430",519,6.99
"Commerce Energy, Inc.",OH,Power Marketer,"43,143","379,523","30,195.80",7.96
"Constellation Energy Services, Inc.",OH,Power Marketer,"50,854","448,661","29,650.60",6.61
"Constellation NewEnergy, Inc",OH,Power Marketer,"22,120","230,980","16,170.00",7
DPL Energy Resources,OH,Power Marketer,"102,787","1,260,869","86,019.00",6.82
Direct Energy Services,OH,Power Marketer,"46,274","477,367","40,280.00",8.44
"Discount Energy Group, LLC",OH,Power Marketer,"3,505","36,414","3,009.70",8.27
Discount Power Inc - (CT),OH,Power Marketer,"2,327","19,023","1,439.40",7.57
"Dynegy Energy Services, LLC",OH,Power Marketer,"128,611","1,682,757","98,401.00",5.85
"ENGIE Retail, LLC",OH,Power Marketer,"1,729","21,509","1,329.00",6.18
"Eligo Energy, LLC",OH,Power Marketer,"1,326","16,890","1,393.80",8.25
Energy Plus Holdings LLC,OH,Power Marketer,704,"8,337","1,088.50",13.06
"Energy Services Providers, Inc",OH,Power Marketer,"1,488","12,109",919.5,7.59
Energy.Me Midwest LLC,OH,Power Marketer,213,"4,307",294,6.83
Entrust Energy,OH,Power Marketer,"3,439","30,437","2,385.00",7.84
"Ethical Electric, Inc",OH,Power Marketer,"1,007","4,064",421,10.36
Everyday Energy LLC,OH,Power Marketer,"2,443","20,924","1,893.70",9.05
First Energy Solutions Corp.,OH,Power Marketer,"1,139,517","10,972,696","659,338.00",6.01
"HIKO Energy, LLC",OH,Power Marketer,"1,221","9,734",854.1,8.77
"IDT Energy, Inc.",OH,Power Marketer,2,1,0.1,10
"Inspire Energy Holdings, LLC",OH,Power Marketer,68,216,18.6,8.61
"Interstate Gas Supply, Inc.",OH,Power Marketer,"189,896","2,039,654","135,612.00",6.65
Iron Energy LLC dba Kona Energy,OH,Power Marketer,64,397,31.5,7.93
Liberty Power Corp.,OH,Power Marketer,870,"6,422",586,9.12
"LifeEnergy, LLC",OH,Power Marketer,32,65,4.3,6.62
Lykins Energy Solutions,OH,Power Marketer,"1,927","27,076","1,637.40",6.05
MP2 Energy LLC,OH,Power Marketer,9,58,2.6,4.48
"MidAmerican Energy Services, LLC",OH,Power Marketer,45,"1,230",64.5,5.24
"Nordic Energy Services, LLC",OH,Power Marketer,"2,310","33,433","2,340.70",7
"North American Power and Gas, LLC",OH,Power Marketer,"11,944","124,702","11,266.30",9.03
"Palmco Power OH, LLC",OH,Power Marketer,591,"3,482",472,13.56
"Plymouth Rock Energy, LLC",OH,Power Marketer,"1,558","7,810",662.6,8.48
Public Power LLC (CT),OH,Power Marketer,"1,441","14,481","1,323.00",9.14
Reliant Energy Northeast LLC,OH,Power Marketer,"11,035","148,455","14,243.40",9.59
"Renaissance Power & Gas, Inc.",OH,Power Marketer,93,237,20.5,8.65
"Residents Energy, LLC",OH,Power Marketer,645,"2,592",211.4,8.16
"Rushmore Energy, LLC",OH,Power Marketer,"5,064","48,450","3,508.00",7.24
"SFE Energy Ohio, Inc.",OH,Power Marketer,279,156,12,7.69
Santanna Energy Services,OH,Power Marketer,"4,474","42,651","2,517.00",5.9
"Shipley Choice, LLC",OH,Power Marketer,495,"1,968",121.9,6.19
"SmartEnergy Holdings, LLC",OH,Power Marketer,"7,660","103,895","7,287.00",7.01
Source Power & Gas LLC,OH,Power Marketer,112,"1,468",109.6,7.47
Sperian Energy Corp,OH,Power Marketer,"1,794","22,553","1,875.00",8.31
"Star Energy Partners, LLC",OH,Power Marketer,"28,156","292,754","22,070.00",7.54
"Starion Energy PA, Inc.",OH,Power Marketer,"5,114","60,668","5,327.10",8.78
Switch Energy,OH,Power Marketer,"3,099","32,853","2,335.00",7.11
Titan Gas LLC,OH,Power Marketer,"41,858","395,383","27,649.80",6.99
Verde Energy USA,OH,Power Marketer,"19,376","177,576","15,184.00",8.55
Viridian Energy PA LLC,OH,Power Marketer,506,"5,318",398,7.48
Western Reserve Energy Services LLC,OH,Power Marketer,31,364,22,6.04
"XOOM Energy Ohio, LLC",OH,Power Marketer,"13,298","136,576","10,353.80",7.58
AEP Energy,PA,Power Marketer,"101,763","1,195,797","84,565.00",7.07
AP Holdings LLC,PA,Power Marketer,"1,763","22,995",916,3.98
Agera Energy LLC,PA,Power Marketer,135,"2,304",169,7.34
"Agway Energy Services, LLC",PA,Power Marketer,"2,861","31,774","2,542.60",8
"Alpha Gas and Electric, LLC",PA,Power Marketer,"2,302","20,136","1,897.00",9.42
"Ambit Energy Holdings, LLC",PA,Power Marketer,"57,771","670,098","57,256.30",8.54
American Power & Gas,PA,Power Marketer,"20,431","196,013","23,003.80",11.74
Anthracite Power & Light,PA,Power Marketer,827,"10,000",678.5,6.79
Aspirity Energy LLC,PA,Power Marketer,"1,995","4,367",380.6,8.72
Astral Energy LLC,PA,Power Marketer,856,"7,945",584.2,7.35
"Bounce Energy, Inc.",PA,Power Marketer,3,246,21.8,8.86
CEI,PA,Power Marketer,"1,607","12,711","1,613.90",12.7
Champion Energy Services,PA,Power Marketer,"4,263","43,329","4,123.00",9.52
"Choice Energy, LLC d/b/a 4 Choice Energy",PA,Power Marketer,"3,610","33,317","3,382.00",10.15
Clearview Electric Inc.,PA,Power Marketer,"12,255","107,883","14,670.70",13.6
"Commerce Energy, Inc.",PA,Power Marketer,"17,869","147,052","13,599.50",9.25
Consolidated Edison Sol Inc,PA,Power Marketer,"40,958","519,224","34,235.90",6.59
Constellation Energy Power Choice Inc.,PA,Power Marketer,"6,654","63,904","6,654.70",10.41
"Constellation Energy Services, Inc.",PA,Power Marketer,"1,018","9,091",879,9.67
"Constellation NewEnergy, Inc",PA,Power Marketer,"38,936","387,615","28,952.00",7.47
Direct Energy Services,PA,Power Marketer,"81,655","870,123","83,752.30",9.63
"Discount Energy Group, LLC",PA,Power Marketer,"6,140","64,753","5,262.30",8.13
Discount Power Inc - (CT),PA,Power Marketer,"4,793","41,597","4,670.10",11.23
"ENGIE Retail, LLC",PA,Power Marketer,"37,687","399,294","29,796.00",7.46
"Eligo Energy, LLC",PA,Power Marketer,"5,670","54,618","4,290.10",7.85
"Energy Coop of New York, Inc",PA,Power Marketer,41,"31,447",33.5,0.11
Energy Plus Holdings LLC,PA,Power Marketer,"59,898","603,000","67,125.00",11.13
"Energy Services Providers, Inc",PA,Power Marketer,"41,246","401,328","36,830.80",9.18
Energy.Me Midwest LLC,PA,Power Marketer,121,"6,618",538,8.13
Entrust Energy,PA,Power Marketer,"1,196","10,335","1,067.00",10.32
"Ethical Electric, Inc",PA,Power Marketer,"18,550","150,275","17,198.50",11.44
Everyday Energy LLC,PA,Power Marketer,"7,152","66,265","4,656.00",7.03
First Energy Solutions Corp.,PA,Power Marketer,"158,741","1,902,773","135,155.50",7.1
"First Point Power, LLC",PA,Power Marketer,211,"4,645",318.7,6.86
"Frontier Utilities, Inc.",PA,Power Marketer,"14,529","131,163","11,532.00",8.79
"Great American Power, LLC",PA,Power Marketer,"21,305","259,621","19,809.80",7.63
Green Mountain Energy Company,PA,Power Marketer,"69,457","653,922","57,826.40",8.84
"HIKO Energy, LLC",PA,Power Marketer,"1,011","8,847",729.8,8.25
"IDT Energy, Inc.",PA,Power Marketer,"43,339","369,721","34,982.70",9.46
"Inspire Energy Holdings, LLC",PA,Power Marketer,"8,646","81,249","8,024.10",9.88
"Interstate Gas Supply, Inc.",PA,Power Marketer,"48,656","450,331","36,990.00",8.21
Just Energy,PA,Power Marketer,"6,479","59,217","5,442.60",9.19
Liberty Power Corp.,PA,Power Marketer,"6,209","60,790","5,757.00",9.47
"LifeEnergy, LLC",PA,Power Marketer,"6,640","23,447","1,771.70",7.56
MP2 Energy LLC,PA,Power Marketer,112,279,12,4.3
MPower Energy NJ LLC,PA,Power Marketer,226,252,20,7.94
Marathon Power LLC,PA,Power Marketer,37,765,66.3,8.67
"MidAmerican Energy Services, LLC",PA,Power Marketer,227,"2,839",177.2,6.24
"NextEra Energy Services, LLC",PA,Power Marketer,"22,434","218,705","18,298.70",8.37
"Nittany Energy, LLC",PA,Power Marketer,6,21,1.5,7.14
"Nordic Energy Services, LLC",PA,Power Marketer,430,"8,248",612.9,7.43
"North American Power and Gas, LLC",PA,Power Marketer,"49,651","524,776","50,131.00",9.55
"Oasis Power, LLC",PA,Power Marketer,"17,235","219,043","19,015.50",8.68
"Palmco Power PA, LLC",PA,Power Marketer,"6,375","48,622","7,948.00",16.35
Park Power LLC,PA,Power Marketer,"10,591","114,298","12,118.00",10.6
Planet Energy,PA,Power Marketer,"9,364","83,180","8,056.30",9.69
"Plymouth Rock Energy, LLC",PA,Power Marketer,"1,349","6,349",612.9,9.65
Public Power LLC (PA),PA,Power Marketer,"21,937","201,160","19,616.00",9.75
Reliant Energy Northeast LLC,PA,Power Marketer,"199,840","2,277,512","202,522.40",8.89
"ResCom Energy, LLC",PA,Power Marketer,13,68,6.7,9.85
"Residents Energy, LLC",PA,Power Marketer,"3,576","26,669","2,276.60",8.54
Respond Power LLC,PA,Power Marketer,"27,354","208,085","25,060.00",12.04
"Rushmore Energy, LLC",PA,Power Marketer,"2,423","20,525","1,873.00",9.13
SFE Energy Pennsylvania,PA,Power Marketer,"35,892","310,076","25,470.00",8.21
"Shipley Choice, LLC",PA,Power Marketer,"16,707","168,159","15,012.70",8.93
"SmartEnergy Holdings, LLC",PA,Power Marketer,"19,960","175,716","16,274.00",9.26
"Spark Energy, LP",PA,Power Marketer,"10,520","77,503","8,094.10",10.44
Sperian Energy Corp,PA,Power Marketer,"26,388","304,427","27,027.40",8.88
"Star Energy Partners, LLC",PA,Power Marketer,"6,331","51,012","4,703.00",9.22
"Starion Energy PA, Inc.",PA,Power Marketer,"15,694","134,560","11,637.60",8.65
"Stream Energy Pennsylvania, LLC",PA,Power Marketer,"70,487","782,866","72,843.70",9.3
"Sunwave Gas & Power Connecticut, Inc.",PA,Power Marketer,"4,496","62,576","3,582.00",5.72
"Talen Energy Marketing, LLC",PA,Power Marketer,"95,662","1,446,513","111,697.80",7.72
"Texpo Power, L.P.",PA,Power Marketer,"6,073","65,469","5,411.80",8.27
The Energy Coop,PA,Cooperative,"2,600","22,141","2,490.10",11.25
Titan Gas LLC,PA,Power Marketer,"4,483","15,494","1,069.00",6.9
"TriEagle Energy, L.P.",PA,Power Marketer,"24,166","298,395","23,736.00",7.95
"UGI Energy Services, Inc.",PA,Power Marketer,665,"8,326",589.6,7.08
Verde Energy USA,PA,Power Marketer,"28,714","270,710","28,539.00",10.54
Viridian Energy PA LLC,PA,Power Marketer,"9,089","77,585","7,164.00",9.23
"WGL Energy Services, Inc.",PA,Power Marketer,"10,624","96,132","7,033.00",7.32
"XOOM Energy Pennsylvania, LLC",PA,Power Marketer,"13,959","129,243","12,015.90",9.3
Agera Energy LLC,RI,Power Marketer,"1,282","10,690",877,8.2
"Ambit Energy Holdings, LLC",RI,Power Marketer,"4,357","32,466","3,172.30",9.77
Clearview Electric Inc.,RI,Power Marketer,"14,250","65,347","8,339.00",12.76
"Constellation Energy Services, Inc.",RI,Power Marketer,27,107,9.1,8.5
Direct Energy Services,RI,Power Marketer,"3,047","9,833",796.3,8.1
"ENGIE Retail, LLC",RI,Power Marketer,145,336,25,7.44
"First Point Power, LLC",RI,Power Marketer,"2,186","18,455","1,784.90",9.67
Liberty Power Corp.,RI,Power Marketer,3,187,20,10.7
"North American Power and Gas, LLC",RI,Power Marketer,"15,999","136,578","15,806.20",11.57
Town Square Energy,RI,Power Marketer,"1,624","11,099",941.8,8.49
Viridian Energy LLC,RI,Power Marketer,"1,878","15,914","1,566.00",9.84
"XOOM Energy Rhode Island, LLC",RI,Power Marketer,"1,071","7,601",785.6,10.34
Adjustment 2016,CA,Other,"-87,239","-919,528","-67,883.00",0
Adjustment 2016,CT,Other,"15,282","62,971","6,315.00",0
Adjustment 2016,DC,Other,"6,567","324,740","34,671.70",0
Adjustment 2016,DE,Other,"1,110","36,868","3,650.70",0
Adjustment 2016,IL,Other,"-91,438","-291,289","15,705.50",0
Adjustment 2016,MA,Other,"14,971","-252,438","-28,225.10",0
Adjustment 2016,MD,Other,"7,439","219,421","22,363.10",0
Adjustment 2016,ME,Other,"-4,349","3,387",896.1,0
Adjustment 2016,MI,Other,33,"-2,682",-92.9,0
Adjustment 2016,MT,Other,3,10,0.6,0
Adjustment 2016,NH,Other,"-18,622","2,156",189.5,0
Adjustment 2016,NJ,Other,"-1,858","208,716","24,249.10",0
Adjustment 2016,NY,Other,"89,539","536,652","51,088.80",0
Adjustment 2016,OH,Other,"11,090","303,559","18,743.50",0
Adjustment 2016,PA,Other,"7,360","248,516","21,262.90",0
Adjustment 2016,RI,Other,"1,011","38,702","4,228.90",0
